,osmid,y,x,street_cou,ref,highway,DAUID,DGUID,LANDAREA,PRUID,CHARACTERI,POPULATION,DENSITY,geometry
4475,241246644,43.6829916,-79.3894283,1,,,35204510,2021S051235204510,0.0657,35,"Population, 2021",568.0,8645.35768645,POINT (-79.3894283 43.6829916)
4476,243600952,43.6833853,-79.4197044,2,,,35204535,2021S051235204535,0.0446,35,"Population, 2021",1544.0,34618.8340807,POINT (-79.4197044 43.6833853)
4477,251052151,43.6591524,-79.3486186,3,,,35204575,2021S051235204575,0.0563,35,"Population, 2021",579.0,10284.1918295,POINT (-79.3486186 43.6591524)
4478,251052201,43.6594203,-79.3474281,3,,,35204576,2021S051235204576,0.0878,35,"Population, 2021",564.0,6423.69020501,POINT (-79.3474281 43.6594203)
4479,246693663,43.6590761,-79.3859723,3,,,35204605,2021S051235204605,0.0127,35,"Population, 2021",1177.0,92677.1653543,POINT (-79.3859723 43.6590761)
4480,246692483,43.6585721,-79.3824576,1,,,35204607,2021S051235204607,0.0664,35,"Population, 2021",1608.0,24216.8674699,POINT (-79.3824576 43.6585721)
4481,246696320,43.6583252,-79.3835784,1,,,35204607,2021S051235204607,0.0664,35,"Population, 2021",1608.0,24216.8674699,POINT (-79.3835784 43.6583252)
4482,211893012,43.658329,-79.377225,3,,,35204609,2021S051235204609,0.1546,35,"Population, 2021",284.0,1836.99870634,POINT (-79.377225 43.658329)
4483,246692484,43.6586839,-79.381916,3,,,35204609,2021S051235204609,0.1546,35,"Population, 2021",284.0,1836.99870634,POINT (-79.381916 43.6586839)
4484,253939672,43.657111,-79.3786473,2,,,35204609,2021S051235204609,0.1546,35,"Population, 2021",284.0,1836.99870634,POINT (-79.3786473 43.657111)
4485,211893022,43.6566349,-79.3765385,4,,,35204614,2021S051235204614,0.0146,35,"Population, 2021",1282.0,87808.2191781,POINT (-79.3765385 43.6566349)
4486,211893027,43.6549501,-79.3758402,4,,,35204614,2021S051235204614,0.0146,35,"Population, 2021",1282.0,87808.2191781,POINT (-79.3758402 43.6549501)
4487,247703269,43.6533002,-79.3751699,3,,,35204615,2021S051235204615,0.1624,35,"Population, 2021",3548.0,21847.2906404,POINT (-79.3751699 43.6533002)
4488,253937395,43.6559964,-79.3794448,3,,,35204615,2021S051235204615,0.1624,35,"Population, 2021",3548.0,21847.2906404,POINT (-79.3794448 43.6559964)
4489,253937384,43.6557204,-79.3806501,3,,,35204616,2021S051235204616,0.3102,35,"Population, 2021",1648.0,5312.70148291,POINT (-79.3806501 43.6557204)
4490,246692508,43.6577674,-79.3861705,3,,,35204617,2021S051235204617,0.1681,35,"Population, 2021",1002.0,5960.73765616,POINT (-79.3861705 43.6577674)
4491,246693686,43.6583343,-79.3856719,3,,,35204617,2021S051235204617,0.1681,35,"Population, 2021",1002.0,5960.73765616,POINT (-79.3856719 43.6583343)
4492,158707539,43.6700607,-79.4381671,2,,,35204628,2021S051235204628,0.0554,35,"Population, 2021",352.0,6353.79061372,POINT (-79.4381671 43.6700607)
4493,250024273,43.6704417,-79.4398663,3,,traffic_signals,35204629,2021S051235204629,0.074,35,"Population, 2021",526.0,7108.10810811,POINT (-79.4398663 43.6704417)
4494,250024282,43.6712966,-79.4402241,3,,,35204629,2021S051235204629,0.074,35,"Population, 2021",526.0,7108.10810811,POINT (-79.4402241 43.6712966)
4495,250024322,43.6721523,-79.4405935,3,,,35204629,2021S051235204629,0.074,35,"Population, 2021",526.0,7108.10810811,POINT (-79.4405935 43.6721523)
4496,250024338,43.6715062,-79.4433937,4,,,35204629,2021S051235204629,0.074,35,"Population, 2021",526.0,7108.10810811,POINT (-79.4433937 43.6715062)
4497,250024480,43.6695348,-79.4394806,3,,,35204629,2021S051235204629,0.074,35,"Population, 2021",526.0,7108.10810811,POINT (-79.4394806 43.6695348)
4498,250024272,43.6698069,-79.4426576,4,,,35204630,2021S051235204630,0.0704,35,"Population, 2021",369.0,5241.47727273,POINT (-79.4426576 43.6698069)
4499,250024316,43.6706668,-79.4430397,4,,,35204630,2021S051235204630,0.0704,35,"Population, 2021",369.0,5241.47727273,POINT (-79.4430397 43.6706668)
4500,250024296,43.6702401,-79.4447254,1,,,35204631,2021S051235204631,0.0574,35,"Population, 2021",583.0,10156.7944251,POINT (-79.4447254 43.6702401)
4501,250024339,43.6711337,-79.4450584,1,,,35204631,2021S051235204631,0.0574,35,"Population, 2021",583.0,10156.7944251,POINT (-79.4450584 43.6711337)
4502,250024365,43.6719328,-79.4444469,1,,turning_circle,35204631,2021S051235204631,0.0574,35,"Population, 2021",583.0,10156.7944251,POINT (-79.4444469 43.6719328)
4503,250024366,43.6713261,-79.4442047,3,,,35204631,2021S051235204631,0.0574,35,"Population, 2021",583.0,10156.7944251,POINT (-79.4442047 43.6713261)
4504,250024270,43.6690566,-79.4461126,4,,,35204632,2021S051235204632,0.1033,35,"Population, 2021",468.0,4530.49370765,POINT (-79.4461126 43.6690566)
4505,250024315,43.6689773,-79.4423076,3,,,35204632,2021S051235204632,0.1033,35,"Population, 2021",468.0,4530.49370765,POINT (-79.4423076 43.6689773)
4506,250024389,43.6680982,-79.4445022,1,,,35204632,2021S051235204632,0.1033,35,"Population, 2021",468.0,4530.49370765,POINT (-79.4445022 43.6680982)
4507,250024390,43.6692778,-79.4449657,4,,,35204632,2021S051235204632,0.1033,35,"Population, 2021",468.0,4530.49370765,POINT (-79.4449657 43.6692778)
4508,250024414,43.6679554,-79.4456867,1,,,35204632,2021S051235204632,0.1033,35,"Population, 2021",468.0,4530.49370765,POINT (-79.4456867 43.6679554)
4509,250024478,43.6686511,-79.4439682,1,,,35204632,2021S051235204632,0.1033,35,"Population, 2021",468.0,4530.49370765,POINT (-79.4439682 43.6686511)
4510,250024245,43.6687922,-79.4473139,4,,,35204633,2021S051235204633,0.123,35,"Population, 2021",1999.0,16252.0325203,POINT (-79.4473139 43.6687922)
4511,252355502,43.6710847,-79.4510699,3,,traffic_signals,35204633,2021S051235204633,0.123,35,"Population, 2021",1999.0,16252.0325203,POINT (-79.4510699 43.6710847)
4512,145517734,43.6344998,-79.3237473,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3237473 43.6344998)
4513,145517742,43.6265653,-79.3311128,1,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3311128 43.6265653)
4514,145519378,43.6337743,-79.3228643,3,,crossing,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3228643 43.6337743)
4515,145519409,43.622024,-79.3370953,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3370953 43.622024)
4516,145520673,43.61585,-79.3429289,1,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3429289 43.61585)
4517,145520757,43.6258018,-79.332139,1,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.332139 43.6258018)
4518,158839359,43.6594407,-79.3341646,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3341646 43.6594407)
4519,158839368,43.6592277,-79.3351374,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3351374 43.6592277)
4520,251052316,43.6572094,-79.3443339,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3443339 43.6572094)
4521,251052365,43.6537185,-79.3408571,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3408571 43.6537185)
4522,251052521,43.6541501,-79.3398235,4,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3398235 43.6541501)
4523,251052588,43.6546179,-79.3387205,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3387205 43.6546179)
4524,251052651,43.657401,-79.3373173,1,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3373173 43.657401)
4525,251052652,43.6586497,-79.337798,4,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.337798 43.6586497)
4526,251052667,43.6589093,-79.3366023,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3366023 43.6589093)
4527,264560846,43.6540531,-79.3396837,4,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3396837 43.6540531)
4528,264561015,43.6430995,-79.3504952,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3504952 43.6430995)
4529,264561016,43.6469688,-79.3537987,3,,traffic_signals,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3537987 43.6469688)
4530,264561360,43.6479233,-79.351472,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.351472 43.6479233)
4531,264561548,43.6512315,-79.3435869,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3435869 43.6512315)
4532,264561551,43.6468122,-79.3536602,3,,traffic_signals,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3536602 43.6468122)
4533,264561553,43.6477805,-79.3513519,4,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3513519 43.6477805)
4534,264561928,43.651544,-79.3347629,1,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3347629 43.651544)
4535,264561931,43.6496756,-79.3423356,3,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3423356 43.6496756)
4536,264562002,43.6530139,-79.3419315,4,,,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3419315 43.6530139)
4537,264562248,43.6513184,-79.3472109,3,,traffic_signals,35204634,2021S051235204634,6.8192,35,"Population, 2021",599.0,87.8402158611,POINT (-79.3472109 43.6513184)
4538,208533275,43.6450383,-79.3739144,3,,,35204650,2021S051235204650,0.1215,35,"Population, 2021",3073.0,25292.18107,POINT (-79.3739144 43.6450383)
4539,208539709,43.6454458,-79.3727687,3,,motorway_junction,35204650,2021S051235204650,0.1215,35,"Population, 2021",3073.0,25292.18107,POINT (-79.3727687 43.6454458)
4540,249975741,43.6472621,-79.3732834,4,,traffic_signals,35204650,2021S051235204650,0.1215,35,"Population, 2021",3073.0,25292.18107,POINT (-79.3732834 43.6472621)
4541,249975742,43.6480111,-79.3716988,4,,stop,35204650,2021S051235204650,0.1215,35,"Population, 2021",3073.0,25292.18107,POINT (-79.3716988 43.6480111)
4542,249977878,43.6465637,-79.3710949,1,,,35204650,2021S051235204650,0.1215,35,"Population, 2021",3073.0,25292.18107,POINT (-79.3710949 43.6465637)
4543,249977879,43.6476313,-79.3715414,3,,stop,35204650,2021S051235204650,0.1215,35,"Population, 2021",3073.0,25292.18107,POINT (-79.3715414 43.6476313)
4544,249977900,43.647827,-79.3707696,3,,,35204650,2021S051235204650,0.1215,35,"Population, 2021",3073.0,25292.18107,POINT (-79.3707696 43.647827)
4545,247449688,43.6378067,-79.3944548,1,,,35204656,2021S051235204656,0.0511,35,"Population, 2021",798.0,15616.4383562,POINT (-79.3944548 43.6378067)
4546,207676183,43.6442036,-79.4353462,3,,,35204657,2021S051235204657,0.1106,35,"Population, 2021",1831.0,16555.1537071,POINT (-79.4353462 43.6442036)
4547,207676311,43.6445483,-79.4337793,1,,turning_circle,35204657,2021S051235204657,0.1106,35,"Population, 2021",1831.0,16555.1537071,POINT (-79.4337793 43.6445483)
4548,207676321,43.6429578,-79.4362419,3,,,35204657,2021S051235204657,0.1106,35,"Population, 2021",1831.0,16555.1537071,POINT (-79.4362419 43.6429578)
4549,207676176,43.643291,-79.4350028,4,,stop,35204658,2021S051235204658,0.0309,35,"Population, 2021",327.0,10582.5242718,POINT (-79.4350028 43.643291)
4550,207676299,43.6431894,-79.4330103,3,,stop,35204658,2021S051235204658,0.0309,35,"Population, 2021",327.0,10582.5242718,POINT (-79.4330103 43.6431894)
4551,207661132,43.641025,-79.4345033,3,,traffic_signals,35204659,2021S051235204659,0.0441,35,"Population, 2021",615.0,13945.5782313,POINT (-79.4345033 43.641025)
4552,207661137,43.6407323,-79.4359496,3,,,35204659,2021S051235204659,0.0441,35,"Population, 2021",615.0,13945.5782313,POINT (-79.4359496 43.6407323)
4553,207676091,43.6408412,-79.4354209,3,,,35204659,2021S051235204659,0.0441,35,"Population, 2021",615.0,13945.5782313,POINT (-79.4354209 43.6408412)
4554,207676095,43.6418673,-79.4358216,3,,,35204659,2021S051235204659,0.0441,35,"Population, 2021",615.0,13945.5782313,POINT (-79.4358216 43.6418673)
4555,207661320,43.6413085,-79.4331219,3,,,35204660,2021S051235204660,0.031,35,"Population, 2021",325.0,10483.8709677,POINT (-79.4331219 43.6413085)
4556,207676156,43.6411024,-79.4341382,3,,,35204660,2021S051235204660,0.031,35,"Population, 2021",325.0,10483.8709677,POINT (-79.4341382 43.6411024)
4557,207676306,43.6424391,-79.4346748,3,,,35204660,2021S051235204660,0.031,35,"Population, 2021",325.0,10483.8709677,POINT (-79.4346748 43.6424391)
4558,252058796,43.6418613,-79.433845,1,,,35204660,2021S051235204660,0.031,35,"Population, 2021",325.0,10483.8709677,POINT (-79.433845 43.6418613)
4559,207661312,43.6396886,-79.4324585,3,,,35204661,2021S051235204661,0.0916,35,"Population, 2021",1188.0,12969.4323144,POINT (-79.4324585 43.6396886)
4560,207661183,43.6380271,-79.4318443,4,,,35204663,2021S051235204663,0.047,35,"Population, 2021",486.0,10340.4255319,POINT (-79.4318443 43.6380271)
4561,207661195,43.6382259,-79.4308754,3,,traffic_signals,35204663,2021S051235204663,0.047,35,"Population, 2021",486.0,10340.4255319,POINT (-79.4308754 43.6382259)
4562,207676236,43.6414673,-79.4323405,3,,traffic_signals,35204663,2021S051235204663,0.047,35,"Population, 2021",486.0,10340.4255319,POINT (-79.4323405 43.6414673)
4563,207661196,43.6385823,-79.4291068,3,,,35204664,2021S051235204664,0.0473,35,"Population, 2021",601.0,12706.1310782,POINT (-79.4291068 43.6385823)
4564,207661343,43.6416218,-79.4315775,3,,,35204664,2021S051235204664,0.0473,35,"Population, 2021",601.0,12706.1310782,POINT (-79.4315775 43.6416218)
4565,207661345,43.6399748,-79.4309329,4,,,35204664,2021S051235204664,0.0473,35,"Population, 2021",601.0,12706.1310782,POINT (-79.4309329 43.6399748)
4566,207661336,43.640286,-79.4294711,4,,stop,35204665,2021S051235204665,0.0466,35,"Population, 2021",571.0,12253.2188841,POINT (-79.4294711 43.640286)
4567,207661341,43.6419201,-79.4300912,3,,,35204665,2021S051235204665,0.0466,35,"Population, 2021",571.0,12253.2188841,POINT (-79.4300912 43.6419201)
4568,207676220,43.6437032,-79.433192,3,,,35204667,2021S051235204667,0.0703,35,"Population, 2021",413.0,5874.82219061,POINT (-79.433192 43.6437032)
4569,207676233,43.6423566,-79.4326787,3,,,35204667,2021S051235204667,0.0703,35,"Population, 2021",413.0,5874.82219061,POINT (-79.4326787 43.6423566)
4570,207676259,43.641998,-79.4296983,3,,,35204667,2021S051235204667,0.0703,35,"Population, 2021",413.0,5874.82219061,POINT (-79.4296983 43.641998)
4571,207676270,43.6426789,-79.4310125,3,,,35204667,2021S051235204667,0.0703,35,"Population, 2021",413.0,5874.82219061,POINT (-79.4310125 43.6426789)
4572,207676303,43.6428097,-79.4328606,3,,,35204667,2021S051235204667,0.0703,35,"Population, 2021",413.0,5874.82219061,POINT (-79.4328606 43.6428097)
4573,252058797,43.6421334,-79.4325979,3,,,35204667,2021S051235204667,0.0703,35,"Population, 2021",413.0,5874.82219061,POINT (-79.4325979 43.6421334)
4574,184470811,43.672617,-79.467629,4,,traffic_signals,35204736,2021S051235204736,0.3032,35,"Population, 2021",892.0,2941.9525066,POINT (-79.467629 43.672617)
4575,262834455,43.6736789,-79.4780409,3,,stop,35204736,2021S051235204736,0.3032,35,"Population, 2021",892.0,2941.9525066,POINT (-79.4780409 43.6736789)
4576,262834479,43.6747411,-79.4727671,3,,,35204736,2021S051235204736,0.3032,35,"Population, 2021",892.0,2941.9525066,POINT (-79.4727671 43.6747411)
4577,264105973,43.6759145,-79.470338,3,,traffic_signals,35204736,2021S051235204736,0.3032,35,"Population, 2021",892.0,2941.9525066,POINT (-79.470338 43.6759145)
4578,264106084,43.6725582,-79.471586,3,,,35204736,2021S051235204736,0.3032,35,"Population, 2021",892.0,2941.9525066,POINT (-79.471586 43.6725582)
4579,262834447,43.6716798,-79.4782048,4,,,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.4782048 43.6716798)
4580,262834448,43.6720662,-79.4783288,1,,,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.4783288 43.6720662)
4581,262834449,43.6723161,-79.4782798,1,,turning_circle,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.4782798 43.6723161)
4582,264106012,43.6709826,-79.4779145,3,,,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.4779145 43.6709826)
4583,264106082,43.6722863,-79.4720386,3,,,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.4720386 43.6722863)
4584,264106096,43.6715252,-79.475482,3,,,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.475482 43.6715252)
4585,264106134,43.6713875,-79.4780929,3,,,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.4780929 43.6713875)
4586,264106223,43.6720127,-79.4732504,3,,,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.4732504 43.6720127)
4587,264106364,43.6719938,-79.4719231,1,,,35204737,2021S051235204737,0.2608,35,"Population, 2021",1513.0,5801.3803681,POINT (-79.4719231 43.6719938)
4588,149023513,43.6670228,-79.3135499,3,,,35204750,2021S051235204750,0.5623,35,"Population, 2021",553.0,983.460786057,POINT (-79.3135499 43.6670228)
4589,152139973,43.6642968,-79.3101031,3,,stop,35204750,2021S051235204750,0.5623,35,"Population, 2021",553.0,983.460786057,POINT (-79.3101031 43.6642968)
4590,152139974,43.6674802,-79.3114008,3,,,35204750,2021S051235204750,0.5623,35,"Population, 2021",553.0,983.460786057,POINT (-79.3114008 43.6674802)
4591,152140616,43.6634504,-79.3097396,4,,traffic_signals,35204750,2021S051235204750,0.5623,35,"Population, 2021",553.0,983.460786057,POINT (-79.3097396 43.6634504)
4592,158766378,43.6628903,-79.3235375,3,,,35204750,2021S051235204750,0.5623,35,"Population, 2021",553.0,983.460786057,POINT (-79.3235375 43.6628903)
4593,152139402,43.6648,-79.3078785,4,,stop,35204751,2021S051235204751,0.0453,35,"Population, 2021",535.0,11810.1545254,POINT (-79.3078785 43.6648)
4594,152139868,43.664544,-79.309016,4,,stop,35204751,2021S051235204751,0.0453,35,"Population, 2021",535.0,11810.1545254,POINT (-79.309016 43.664544)
4595,243330268,43.6636935,-79.3086658,3,,,35204751,2021S051235204751,0.0453,35,"Population, 2021",535.0,11810.1545254,POINT (-79.3086658 43.6636935)
4596,152139748,43.6651459,-79.3067701,4,,stop,35204752,2021S051235204752,0.0769,35,"Population, 2021",682.0,8868.66059818,POINT (-79.3067701 43.6651459)
4597,209247959,43.6820539,-79.4119863,1,,,35204757,2021S051235204757,0.1062,35,"Population, 2021",777.0,7316.38418079,POINT (-79.4119863 43.6820539)
4598,208533284,43.6386242,-79.3947908,3,,,35204819,2021S051235204819,0.2108,35,"Population, 2021",7611.0,36105.313093,POINT (-79.3947908 43.6386242)
4599,208533439,43.6379601,-79.398986,3,,,35204819,2021S051235204819,0.2108,35,"Population, 2021",7611.0,36105.313093,POINT (-79.398986 43.6379601)
4600,208533491,43.6387889,-79.392735,3,,,35204820,2021S051235204820,0.0536,35,"Population, 2021",3053.0,56958.9552239,POINT (-79.392735 43.6387889)
4601,255996040,43.6407061,-79.3915229,5,,traffic_signals,35204823,2021S051235204823,0.0229,35,"Population, 2021",827.0,36113.5371179,POINT (-79.3915229 43.6407061)
4602,208533327,43.639088,-79.392054,3,,,35204824,2021S051235204824,0.0196,35,"Population, 2021",1419.0,72397.9591837,POINT (-79.392054 43.639088)
4603,254313723,43.6400775,-79.3913325,3,,stop,35204824,2021S051235204824,0.0196,35,"Population, 2021",1419.0,72397.9591837,POINT (-79.3913325 43.6400775)
4604,254313724,43.6399383,-79.3919842,1,,,35204824,2021S051235204824,0.0196,35,"Population, 2021",1419.0,72397.9591837,POINT (-79.3919842 43.6399383)
4605,208533388,43.6393161,-79.3898518,3,,,35204825,2021S051235204825,0.0568,35,"Population, 2021",1105.0,19454.2253521,POINT (-79.3898518 43.6393161)
4606,255996032,43.6408503,-79.3876299,4,,stop,35204825,2021S051235204825,0.0568,35,"Population, 2021",1105.0,19454.2253521,POINT (-79.3876299 43.6408503)
4607,255996038,43.6404616,-79.3899931,4,,traffic_signals,35204825,2021S051235204825,0.0568,35,"Population, 2021",1105.0,19454.2253521,POINT (-79.3899931 43.6404616)
4608,260708877,43.6402281,-79.3906456,1,,,35204825,2021S051235204825,0.0568,35,"Population, 2021",1105.0,19454.2253521,POINT (-79.3906456 43.6402281)
4609,145488868,43.6423843,-79.3840136,4,,traffic_signals,35204826,2021S051235204826,0.3294,35,"Population, 2021",3623.0,10998.7856709,POINT (-79.3840136 43.6423843)
4610,208533274,43.639938,-79.3870255,4,,traffic_signals,35204826,2021S051235204826,0.3294,35,"Population, 2021",3623.0,10998.7856709,POINT (-79.3870255 43.639938)
4611,208533280,43.6406208,-79.3833182,4,,traffic_signals,35204826,2021S051235204826,0.3294,35,"Population, 2021",3623.0,10998.7856709,POINT (-79.3833182 43.6406208)
4612,249505895,43.644045,-79.38467,2,,,35204826,2021S051235204826,0.3294,35,"Population, 2021",3623.0,10998.7856709,POINT (-79.38467 43.644045)
4613,260708758,43.6415448,-79.3836657,3,,,35204826,2021S051235204826,0.3294,35,"Population, 2021",3623.0,10998.7856709,POINT (-79.3836657 43.6415448)
4614,260708762,43.6426459,-79.3827882,3,,,35204826,2021S051235204826,0.3294,35,"Population, 2021",3623.0,10998.7856709,POINT (-79.3827882 43.6426459)
4615,261717763,43.6442918,-79.3847766,3,,,35204826,2021S051235204826,0.3294,35,"Population, 2021",3623.0,10998.7856709,POINT (-79.3847766 43.6442918)
4616,221832744,43.6386731,-79.4171866,3,,stop,35204870,2021S051235204870,0.1045,35,"Population, 2021",2292.0,21933.0143541,POINT (-79.4171866 43.6386731)
4617,221833301,43.6394792,-79.420987,3,,,35204870,2021S051235204870,0.1045,35,"Population, 2021",2292.0,21933.0143541,POINT (-79.420987 43.6394792)
4618,221834322,43.6391754,-79.4141528,3,,,35204870,2021S051235204870,0.1045,35,"Population, 2021",2292.0,21933.0143541,POINT (-79.4141528 43.6391754)
4619,221834925,43.6383073,-79.4205465,4,,stop,35204870,2021S051235204870,0.1045,35,"Population, 2021",2292.0,21933.0143541,POINT (-79.4205465 43.6383073)
4620,256520738,43.6390409,-79.4159315,3,,,35204870,2021S051235204870,0.1045,35,"Population, 2021",2292.0,21933.0143541,POINT (-79.4159315 43.6390409)
4621,221832256,43.6386748,-79.4139727,4,,stop,35204871,2021S051235204871,0.055,35,"Population, 2021",2325.0,42272.7272727,POINT (-79.4139727 43.6386748)
4622,221832665,43.6400146,-79.4144483,3,,stop,35204871,2021S051235204871,0.055,35,"Population, 2021",2325.0,42272.7272727,POINT (-79.4144483 43.6400146)
4623,221832668,43.6391862,-79.411419,3,,,35204871,2021S051235204871,0.055,35,"Population, 2021",2325.0,42272.7272727,POINT (-79.411419 43.6391862)
4624,221833840,43.6385061,-79.419545,4,,stop,35204872,2021S051235204872,0.1496,35,"Population, 2021",3863.0,25822.1925134,POINT (-79.419545 43.6385061)
4625,145513215,43.6345109,-79.400615,3,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.400615 43.6345109)
4626,247298864,43.6322346,-79.4004436,1,,turning_circle,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.4004436 43.6322346)
4627,247298868,43.6349772,-79.3997342,3,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.3997342 43.6349772)
4628,247298873,43.635246,-79.399223,3,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.399223 43.635246)
4629,247299969,43.6336781,-79.4092612,3,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.4092612 43.6336781)
4630,254317624,43.6361892,-79.4096041,4,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.4096041 43.6361892)
4631,254317625,43.6363163,-79.406917,4,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.406917 43.6363163)
4632,254318244,43.636098,-79.4100954,3,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.4100954 43.636098)
4633,254531728,43.63556,-79.4066575,4,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.4066575 43.63556)
4634,254531731,43.6363073,-79.4067959,3,,,35204873,2021S051235204873,1.5088,35,"Population, 2021",1582.0,1048.51537646,POINT (-79.4067959 43.6363073)
4635,249405798,43.6437285,-79.3997657,3,,,35204894,2021S051235204894,0.1947,35,"Population, 2021",4877.0,25048.7930149,POINT (-79.3997657 43.6437285)
4636,145493903,43.6425282,-79.3730666,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3730666 43.6425282)
4637,145494311,43.6443222,-79.3739533,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3739533 43.6443222)
4638,145494316,43.6446357,-79.3738825,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3738825 43.6446357)
4639,145495966,43.6431121,-79.3713722,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3713722 43.6431121)
4640,145496249,43.6448274,-79.3722655,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3722655 43.6448274)
4641,145496252,43.6450486,-79.3721012,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3721012 43.6450486)
4642,145496461,43.6449623,-79.3725583,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3725583 43.6449623)
4643,208533277,43.6442731,-79.3757857,4,,traffic_signals,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3757857 43.6442731)
4644,208539693,43.6451249,-79.3727131,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3727131 43.6451249)
4645,208539801,43.6453697,-79.3707986,3,,,35204898,2021S051235204898,0.2277,35,"Population, 2021",1617.0,7101.44927536,POINT (-79.3707986 43.6453697)
4646,208533278,43.6431842,-79.3779294,4,,traffic_signals,35204900,2021S051235204900,0.0567,35,"Population, 2021",4731.0,83439.1534392,POINT (-79.3779294 43.6431842)
